Path|Key|Source (EN_UK)|Target (ES)
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/reporting-resources|report.standard.publication.contributors-description|Expanded list of research outputs with contributors and the associated affiliation|!!Erweiterte Liste der Forschungsergebnisse mit den Beitragenden und der zugehörigen Organisation.
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/reporting-resources|report.standard.award.by.organisation-title|Awarded amount - summarized per organisational unit|!!Bewilligte Summe, zusammengefasst pro Organisationseinheit.
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/reporting-resources|report.standard.award.by.organisation-description|Awarded amount rolled up to organisational unit level|!!Bewilligte Summe hochgerechnet auf die Ebene der Organisationseinheit.
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/reporting-resources|report.standard.content.by.organisation-title|Content overview - per organisational unit|!!Inhaltsübersicht pro Organisationseinheit.
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/reporting-resources|report.standard.content.by.organisation-description|Outputs, activities and projects rolled up to organisational unit level|!!Publikationen, Aktivitäten und Projekte, hochgerechnet auf die Ebene der Organisationseinheit.
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/journal/journalreporting-resources|project-alternative-issns|Additional ISSNs|!!Zusätzliche ISSNs
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/journal/journalreporting-resources|project-electronic-issns|Additional ISSNs (electronic)|!!Zusätzliche ISSNs (elektronisch)
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/journal/journalreporting-resources|metric-journal-jufo|JuFo {functionality}|!!JuFo {functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-internal|Fractional count internal {functionality}|!!Interne Bruchteilzählung {functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-internal-total|Fractional count internal total {functionality}|!!Interne Bruchteilzählung gesamt {functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-external|Fractional count external {functionality}|!!Externe Bruchteilzählung {functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-external-total|Fractional count external total {functionality}|!!Externe Bruchteilzählung gesamt {functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-internal-only|Fractional count internal only{functionality}|!!Nur interne Bruchteilzählung{functionality}
pure-modules/report-module/templates/runtime/src/main/resources/reporting/dk/atira/pure/modules/report/external/model/researchoutput/researchoutputreporting-resources|metric-research-output-fractional-count-internal-only-total|Fractional count internal only total {functionality}|!!Nur interne Bruchteilzählung gesamt {functionality}
pure-modules/unifiedprojectmodel-module/templates/bundled/src/main/resources/model/dk/atira/pure/modules/unifiedprojectmodel/external/model/application/application-resources|applicationPeerReviewHistory|Application Peer Review History|!!Verlauf Antrags-Peer-Review
pure-core/admin/src/main/resources/META-INF/resources/editor/editor-resources|submission-language-header.es_PR|Spanish (Puerto Rico) language fields|!!Felder in Spanisch (Puerto Rico)
pure-core/admin/src/main/resources/META-INF/resources/messaging/messaging-resources|openaccessuploadreminder-message.title|Open Access electronic file upload reminder|!!Upload-Erinnerung für elektronische Open-Access-Datei.
pure-core/admin/client/components/workspace/tasks/user-task-item/properties/usertaskitem-template-resources|OpenAccessUploadReminder-body-singular|{countAndContent} is potentially Open Access but requires electronic file|!!{countAndContent} ist potenziell Open Access, erfordert jedoch elektronische Datei.
pure-core/admin/client/components/workspace/tasks/user-task-item/properties/usertaskitem-template-resources|OpenAccessUploadReminder-body-plural|{countAndContent} are potentially Open Access but require electronic files|!!{countAndContent} sind potenziell Open Access, erfordern jedoch elektronische Datei.
pure-core/admin/client/components/modules/report/properties/report-resources|filter-including-units-below|or any unit below|!!oder eine der nachstehenden Einheiten.
pure-core/core/src/main/resources/model/dk/atira/pure/server/migration/classification/languageclassificationscreationmigrationscript-resources|core.languages.es_PR|Spanish (Puerto Rico)|!!Spanisch (Puerto Rico)
pure-core/content-import/src/main/resources/META-INF/resources/configuration/configuration-contentimport-resources|enable.automated.search-Scopus-description|Enable automated search for all Persons with a Scopus author ID. When you enable this search, automated search based on name variant will no longer be possible and the existing name variant search profiles will be removed. Note: It is not possible to enable this search for profiles that are manually curated by a dedicated institutional service.|!!Automatische Suche nach allen Personen mit einer Scopus-ID aktivieren. Wenn Sie diese Suche aktivieren, ist eine automatische Suche auf der Grundlage von Namensvarianten nicht mehr möglich und die bestehenden Suchprofile für Namensvarianten werden entfernt. Hinweis: Es ist nicht möglich, diese Suche für Profile zu aktivieren, die manuell von einem speziellen institutionellen Dienst kuratiert werden.
pure-core/content-import/src/main/resources/META-INF/resources/contentupdate/contentupdate-resources|only-one-job|Note: You can only run one import of Citation and Impact factors at a time (including dry run).|!!Hinweis: Sie können jeweils nur einen Import von Quellenangaben- und Impact-Faktoren gleichzeitig durchführen (einschließlich Probelauf).
pure-core/content-import/src/main/resources/META-INF/resources/contentimport/contentimport-resources|organisationbiorxiv|Organisational unit in bioRxiv|!!Organisationseinheit in bioRxiv
pure-templates/model-templates/src/main/resources/META-INF/resources/contentupdate/contentupdate-templates-resources|scopusCitescoreCategorySubjectMetricsProvider.name|Citescore Category Metrics|!!Citescore-Kategorie Metriken
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.modification.date-label|Scopus modification date|!!Scopus Änderungsdatum
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.modification.date-description|This date limits how far back in time to look for publication changes in Scopus. Should be in the format DD-MM-YYYY (e.g. 24-10-2015)|!!Dieses Datum schränkt ein, in welcher Zeitspanne in Scopus nach Publikationsänderungen gesucht werden soll. Muss im Format TT.MM.JJJJ (z. B. 24.10.2018) angegeben werden.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.concurrent.threads-label|Number of concurrent threads|!!Anzahl gleichzeitiger Threads
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.concurrent.threads-description|The number of threads the job is allowed to use concurrently. Note: Do not change the setting unless you understand its impact. When unsure, contact support for assistance.|!!Anzahl von gleichzeitig zulässigen Threads für den Job. Hinweis: Ändern Sie die Einstellung nur, wenn Sie ihre Auswirkungen verstehen. Wenn Sie unsicher sind, wenden Sie sich an den Support, um Hilfe zu erhalten.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.additional.scopus.ids-label|Additional or failed Scopus IDs to process|!!Zusätzliche oder fehlgeschlagene Scopus-IDs, die bearbeitet werden müssen
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.additional.scopus.ids-description|A comma-separated list of Scopus IDs that will be processed in the next job run. The job will collect the Scopus IDs that failed in the current run. The Scopus IDs on the list that will then be successfully processed in the next job run will be cleared from it.|!!Eine durch Komma getrennte Liste von Scopus-IDs, die beim nächsten Jobdurchlauf verarbeitet werden. Der Job sammelt die Scopus-IDs, die im aktuellen Durchlauf fehlgeschlagen sind. Die Scopus-IDs auf der Liste, die beim nächsten Joblauf erfolgreich verarbeitet werden, werden aus der Liste gelöscht.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.configured.scopus.ids-label|Limit to the Scopus IDs configured above|!!Beschränkung auf die oben konfigurierten Scopus-IDs
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.configured.scopus.ids-description|Will limit the job to only look at the configured Scopus IDs, disregarding the Scopus modification date.|!!Beschränkt den Job und berücksichtigt nur die konfigurierten Scopus-IDs, ohne Berücksichtigung des Scopus-Änderungsdatums.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.enable.additional.logging-label|Enable additional logging|!!Zusätzliche Protokollierung aktivieren.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.force.update.publications-label|Force update/import of all publications|!!Erzwungene Aktualisierung/Import aller Publikationen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.force.update.publications-description|Will process all publications from Scopus, disregarding the Scopus modification date and whether or not the publication has already been imported.|!!Bearbeitet alle Publikationen aus Scopus, ungeachtet des Scopus-Änderungsdatums und unabhängig davon, ob die Publikation bereits importiert wurde oder nicht.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.override.manual.changes-label|Overwrite publications with data from Scopus|!!Überschreiben von Veröffentlichungen mit Daten aus Scopus.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.override.manual.changes-description|Warning: Will ignore any manually edited data from users and overwrite the publication data in Pure with the current data from Scopus.|!!Warnung: Ignoriert alle manuell bearbeiteten Daten von Benutzern und überschreibt die Veröffentlichungsdaten in Pure mit den aktuellen Daten aus Scopus.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.update.only.mode-label|Update only mode|!!Nur-Update-Modus
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.update.only.mode-description|If you enable this mode, the job will only update publications that have been brought into Pure from Scopus. Any new publications will be skipped.|!!Wenn Sie diesen Modus aktivieren, aktualisiert der Job nur Publikationen, die von Scopus in Pure eingebracht wurden. Neue Publikationen werden übersprungen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.import.only.mode-label|Import only mode|!!Nur-Import-Modus
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.import.only.mode-description|If you enable this mode, the job will only import publications that are not yet present in Pure (based on Scopus IDs). Any updates to existing publications will be skipped.|!!Wenn Sie diesen Modus aktivieren, importiert der Job nur Publikationen, die noch nicht in Pure vorhanden sind (basierend auf Scopus-IDs). Aktualisierungen existierender Publikationen werden übersprungen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.default.internal.org-label|Default managing organisation|!!Standard-Verwaltungsorganisation
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.default.internal.org-description|Specify the UUID of the internal organisation to default to as managing organisation. This organisation is used if there are no internal person matches on the publication during import. Normally, the managing organisation is derived from the associated persons. If there are no matched internal persons, the job needs a fallback organisation.|!!Geben Sie die UUID der internen Organisation an, die standardmäßig als Verwaltungsorganisation verwendet werden soll. Diese Organisation wird verwendet, wenn es beim Import keine internen Personenübereinstimmungen für die Publikation gibt. In der Regel leitet sich die Verwaltungsorganisation von den assoziierten Personen ab. Wenn es keine passenden internen Personen gibt, braucht der Job eine Ausweichorganisation.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.active.persons-label|Limit to active persons|!!Auf aktive Personen beschränken.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.active.persons-description|This will limit the Scopus author IDs to only be fetched from persons with an active organisation association.|!!Dies bewirkt, dass die Scopus-IDs nur von Personen mit aktiver Organisationszugehörigkeit abgerufen werden können.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.configured.author.ids-label|Scopus author IDs|!!Scopus Autoren-IDs
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.limit.to.configured.author.ids-description|A comma-separated list of Scopus author IDs that the job will use when searching Scopus for publications. This should primarily be used for testing.|!!Eine durch Kommas getrennte Liste von Scopus-Autoren-IDs, die der Job bei der Suche nach Publikationen in Scopus verwendet. Diese sollte in erster Linie für Tests verwendet werden.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.default.workflow-label|Default workflow state|!!Standard-Workflow-Status
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-admin-templates-resources|scopus.publication.job.default.workflow-description|Specify the workflow that publications will default to when imported. This state will only be set during the initial import and not during update.|!!Geben Sie den Workflow an, den Publikationen beim Import standardmäßig durchlaufen sollen. Dieser Status wird nur während des anfänglichen Imports und nicht während der Aktualisierung gesetzt.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-legend|Open Access electronic file upload reminder|!!Upload-Erinnerung für elektronische Open-Access-Datei.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-hint|This will enable the task and e-mail for all personal users that notifies them about missing electronic files on research output with potential for Open Access. Note: It will not override any settings the personal user has already set.|!!Dies aktiviert die Aufgabe und sendet eine E-Mail an alle persönlichen Nutzer, um über fehlende elektronische Dateien zu Forschungsergebnissen mit Potenzial für Open Access zu informieren. Hinweis: Dies überschreibt keine Einstellungen, die der persönliche Benutzer bereits festgelegt hat.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-enabled|Set task and weekly digest e-mail for personal users as default|!!Aufgaben- und Wochenübersicht-E-Mail für persönliche Benutzer als Standard festlegen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-mail-legend|Custom Open Access electronic file upload reminder e-mail|!!Benutzerdefinierte Upload-Erinnerung für elektronische Open-Access-Datei.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-mail-hint|This can be used to customise the e-mail that notifies personal users about missing electronic files by providing context and links to your institution's Open Access policies / recommendations. Note: If the custom title or body is left blank, a generic text will be used.|!!Damit kann die E-Mail, die persönliche Nutzer über fehlende elektronische Dateien benachrichtigt, angepasst werden, indem Kontext und Links zu den Open-Access-Richtlinien und -Empfehlungen Ihrer Institution angegeben werden. Hinweis: Wenn der benutzerdefinierte Titel oder Textkörper leer gelassen wird, wird ein allgemeiner Text verwendet.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-mail-title|Custom e-mail title|!!Titel der benutzerdefinierten E-Mail.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-mail-body|Custom e-mail body|!!Text der benutzerdefinierten E-Mail.
pure-templates/admin-templates/src/main/resources/META-INF/resources/configuration/configuration-openaccess-resources|open-access-upload-reminder-navigate-text|View the {size} research output that will trigger reminders|!!Sehen Sie sich die {size} Forschungspublikationen an, die Benachrichtigungen auslösen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/cron/cron-templates-resources|scopusJournalsCronJob-description|This job updates/creates Scopus journals with metrics, publisher, titles, ASJC subject areas, CiteScore, Category metrics, and ISSNs from Scopus. In the job configuration below you can choose which data to update.|!!Dieser Job aktualisiert/erstellt Scopus-Journale mit Metriken, Verlag, Titeln, ASJC-Themenbereichen, CiteScore, Kategorie-Metriken und ISSNs von Scopus. In der Job-Konfiguration unten können Sie wählen, welche Daten aktualisiert werden sollen.
pure-templates/admin-templates/src/main/resources/META-INF/resources/cron/cron-templates-resources|scopusPublicationJob-label|Scopus Publication Import/Update job|!!Scopus-Veröffentlichung Import/Update-Job.
pure-templates/admin-templates/src/main/resources/META-INF/resources/cron/cron-templates-resources|scopusPublicationJob-description|Job for importing and updating publications from Scopus. The job will query Scopus for publications based on Scopus author IDs on persons. Any publications matched will be imported into Pure. Any publications already imported from Scopus will be checked for updates and updated automatically. The job should be configured to run once a week and, depending on the amount of publications found, the initial run can take 1-2 days to finish. Subsequent runs will check for new publications and updates since the job last ran and should take less time to finish. The bulk of the time spent on these runs will be querying the Scopus API.|!!Job zum Importieren und Aktualisieren von Publikationen aus Scopus. Der Job wird Scopus nach Publikationen abfragen, die auf Scopus-Autoren-IDs auf Personen basieren. Alle passenden Publikationen werden in Pure importiert. Alle bereits aus Scopus importierten Publikationen werden auf Aktualisierungen geprüft und automatisch aktualisiert. Der Job sollte so konfiguriert werden, dass er einmal pro Woche ausgeführt wird. Je nach der Menge der gefundenen Publikationen kann der erste Lauf 1-2 Tage dauern. Nachfolgende Durchläufe werden auf neue Veröffentlichungen und Aktualisierungen seit dem letzten Durchlauf des Jobs geprüft und sollten weniger Zeit in Anspruch nehmen. Der Großteil der Zeit für diese Durchläufe entfällt auf die Abfrage der Scopus-API.
pure-templates/admin-templates/src/main/resources/META-INF/resources/editor/dk/atira/pure/api/shared/model/person/editor/personeditor-resources|orcid-redirection-dialog-body-sync|<p>You will now be directed to the ORCID site where you can generate your ORCID ID (if you do not already have one) and/or authorise the export of content (e.g. research outputs) from Pure to your ORCID record.</p><p>Upon setup, Pure will export the following content immediately, and then subsequently automatically update it at a frequency determined by your Pure administrator:</p><ul><li>Institutional organisational affiliation</li><li>Other personal identifiers (e.g. Scopus author ID, Researcher ID)</li>{portalUrl}<li>Your research outputs, where:</li><ul><li>the publication status is '{publicationStatuses}'</li><li>the visibility of the record is '{public}'</li><li>the workflow step is at least '{workflow}'.</li></ul></ul>|!!<p>Sie werden jetzt zur ORCID-Website umgeleitet, wo Sie eine ORCID-ID erstellen können (sofern Sie noch keine haben) und/oder den Export von Inhalt (z. B. Forschungsoutputs) aus Pure zu Ihrem ORCID-Eintrag autorisieren können.</p><p>Nach der Einrichtung wird Pure den folgenden Inhalt sofort exportieren und in der Folge automatisch in Intervallen aktualisieren, die von Ihrem Pure-Administrator festgelegt werden:</p><ul><li>Institutionelle Organisationszugehörigkeit</li><li>Sonstige persönliche Identifikatoren (z.B. Scopus-Autoren-ID, Forscher-ID)</li>{portalUrl}<li>Ihre Forschungsoutputs, wobei:</li><ul><li>der Status der Veröffentlichung ist '{publicationStatuses}'</li><li>die Sichtbarkeit des Eintrags ''{public}'' ist</li><li>der Workflow-Schritt mindestens '{workflow}'ist.</li></ul></ul>
pure-templates/admin-templates/src/main/resources/META-INF/resources/messaging/messaging-templates-resources|open-access-upload-reminder-message.title|You have {count} research output with potential for Open Access but without the required electronic file|!!Sie haben {count} Forschungsergebnisse mit Open-Access-Potenzial, aber ohne die erforderliche elektronische Datei.
pure-templates/admin-templates/src/main/resources/META-INF/resources/messaging/messaging-templates-resources|open-access-upload-reminder-message.listing|"<a href=""{link}"">View all ({count}) ›</a>"|"!!<a href=""{link}"">Alles anzeigen ({count}) ›</a>"
pure-templates/admin-templates/src/main/resources/META-INF/resources/component/dk/atira/pure/client/ui/component/openaccess/openaccesscomponentbackingbean-resources|openAccess-notSet|Not set|!!Nicht vorhanden
pure-templates/admin-templates/src/main/resources/security/template-security-resources|api-access|Allow API access|!!API-Zugriff erlauben.
